NomeProduto,Categoria,Preco,Origem,QuantidadeVendida,Litros,ImpactoAmbiental
Essencial Hidrogênio Verde Puro,Hidrogênio Líquido,227.0,Internacional,315,35.57,1.18
Avançado Hidrogênio Verde Essencial,Hidrogênio Líquido,209.0,Nacional Premium,219,68.31,9.08
Mega Hidrogênio Verde Avançado,Oxigênio Líquido,241.0,Importado,1635,6.31,6.01
Plus Oxigênio Premium Premium,Hidrogênio Líquido,199.0,Importado Especial,1133,97.63,0.09
Mega Hidrogênio Puro Essencial,Oxigênio Líquido,260.0,Internacional,133,39.22,5.76
Super Hidrogênio Eficiente Poderoso,Oxigênio Gasoso,259.0,Nacional Premium,1490,,3.05
Mega Oxigênio Premium Eficiente,Oxigênio Líquido,138.0,Internacional,1989,77.58,1.29
Max Oxigênio Premium Avançado,Hidrogênio Líquido,168.0,Local,1029,70.52,9.65
Plus Hidrogênio Verde Puro,Oxigênio Líquido,250.0,Internacional,947,95.36,6.08
Avançado Oxigênio Eficiente Extra,Oxigênio Gasoso,184.0,Internacional,434,,1.11
Mega Hidrogênio Verde Premium,Hidrogênio Gasoso,242.0,Importado Exclusivo,586,,2.09
Essencial Oxigênio Puro Extra,Hidrogênio Gasoso,225.0,Internacional,590,,8.6
Exclusivo Hidrogênio Verde Extra,Hidrogênio Gasoso,219.0,Local,83,,7.71
Max Oxigênio Puro Essencial,Hidrogênio Gasoso,209.0,Importado Exclusivo,1194,,7.69
Super Oxigênio Premium Puro,Oxigênio Gasoso,176.0,Nacional,1103,,8.33
Mega Hidrogênio Puro Essencial,Hidrogênio Líquido,255.0,Importado Exclusivo,997,85.69,0.26
Mega Hidrogênio Eficiente Verde,Oxigênio Gasoso,192.0,Internacional,152,,0.85
Avançado Hidrogênio Verde Verde,Oxigênio Gasoso,204.0,Nacional Premium,1662,,5.12
Exclusivo Hidrogênio Eficiente Premium,Oxigênio Líquido,231.0,Internacional,132,44.9,3.05
Mega Oxigênio Eficiente Avançado,Hidrogênio Gasoso,155.0,Local,1824,,2.05
Ultra Oxigênio Premium Verde,Oxigênio Gasoso,161.0,Nacional,167,,5.45
Exclusivo Hidrogênio Eficiente Verde,Hidrogênio Líquido,260.0,Importado Especial,371,54.72,9.55
Plus Hidrogênio Puro Avançado,Hidrogênio Gasoso,203.0,Importado Exclusivo,1544,,9.52
Mega Oxigênio Eficiente Essencial,Hidrogênio Líquido,208.0,Nacional,848,5.31,7.41
Plus Hidrogênio Puro Essencial,Hidrogênio Gasoso,260.0,Nacional Premium,316,,0.24
Hiper Oxigênio Puro Essencial,Oxigênio Gasoso,168.0,Nacional Premium,1658,,7.7
Max Oxigênio Eficiente Verde,Oxigênio Líquido,172.0,Importado Especial,285,79.04,5.56
Exclusivo Hidrogênio Verde Natural,Oxigênio Líquido,219.0,Local,746,24.87,8.69
Mega Oxigênio Premium Essencial,Oxigênio Gasoso,188.0,Internacional,365,,1.78
Plus Hidrogênio Eficiente Eficiente,Hidrogênio Líquido,215.0,Importado Exclusivo,1268,43.77,3.81
Plus Hidrogênio Eficiente Verde,Oxigênio Líquido,248.0,Importado Especial,893,98.82,9.2
Essencial Oxigênio Puro Eficiente,Oxigênio Gasoso,165.0,Importado,963,,2.99
Hiper Oxigênio Premium Avançado,Hidrogênio Gasoso,173.0,Importado Especial,515,,5.27
Avançado Oxigênio Puro Eficiente,Hidrogênio Líquido,177.0,Nacional Premium,1821,60.94,2.65
Super Hidrogênio Verde Extra,Oxigênio Gasoso,220.0,Importado,173,,3.33
Exclusivo Oxigênio Puro Essencial,Hidrogênio Gasoso,180.0,Internacional,1631,,9.28
Avançado Oxigênio Eficiente Essencial,Oxigênio Gasoso,158.0,Nacional,860,,3.35
Mega Oxigênio Premium Avançado,Hidrogênio Líquido,177.0,Nacional,81,44.77,7.66
Hiper Oxigênio Puro Extra,Oxigênio Gasoso,190.0,Importado Especial,536,,1.54
Super Oxigênio Eficiente Verde,Hidrogênio Gasoso,178.0,Internacional,1517,,1.18
Avançado Hidrogênio Puro Extra,Oxigênio Líquido,259.0,Internacional,108,9.06,9.71
Exclusivo Oxigênio Eficiente Verde,Oxigênio Líquido,211.0,Nacional Premium,107,30.71,5.55
Avançado Hidrogênio Puro Poderoso,Oxigênio Gasoso,261.0,Internacional,1143,,4.46
Plus Oxigênio Premium Avançado,Oxigênio Líquido,142.0,Importado Exclusivo,540,58.34,2.7
Hiper Hidrogênio Eficiente Avançado,Hidrogênio Líquido,228.0,Nacional Premium,806,71.52,1.36
Essencial Hidrogênio Puro Verde,Hidrogênio Líquido,247.0,Local,108,72.32,8.53
Avançado Oxigênio Puro Premium,Hidrogênio Gasoso,167.0,Importado Especial,1610,,8.75
Hiper Hidrogênio Verde Essencial,Oxigênio Líquido,238.0,Local,1699,80.13,0.89
Mega Hidrogênio Verde Essencial,Oxigênio Líquido,202.0,Importado Especial,1499,62.83,8.35
Plus Hidrogênio Puro Avançado,Hidrogênio Gasoso,263.0,Nacional Premium,1633,,5.45
Plus Hidrogênio Verde Puro,Hidrogênio Líquido,223.0,Importado,1000,41.2,8.85
Essencial Hidrogênio Eficiente Eficiente,Hidrogênio Gasoso,236.0,Nacional Premium,1930,,3.75
Plus Oxigênio Premium Avançado,Hidrogênio Gasoso,180.0,Nacional,1411,,8.33
Exclusivo Oxigênio Eficiente Poderoso,Oxigênio Gasoso,173.0,Importado Especial,717,,6.08
Essencial Oxigênio Puro Avançado,Oxigênio Gasoso,186.0,Importado Exclusivo,1982,,3.34
Ultra Oxigênio Puro Puro,Oxigênio Gasoso,168.0,Importado,1228,,5.84
Hiper Oxigênio Premium Essencial,Hidrogênio Líquido,158.0,Importado Exclusivo,278,48.46,7.33
Plus Oxigênio Puro Poderoso,Oxigênio Líquido,212.0,Importado Especial,1558,50.33,2.48
Mega Oxigênio Puro Poderoso,Hidrogênio Gasoso,220.0,Nacional Premium,1598,,5.63
Avançado Oxigênio Eficiente Puro,Hidrogênio Gasoso,193.0,Local,1415,,4.6
Max Hidrogênio Eficiente Avançado,Oxigênio Gasoso,195.0,Importado,1160,,7.92
Max Oxigênio Eficiente Natural,Hidrogênio Gasoso,205.0,Nacional Premium,836,,1.11
Mega Oxigênio Puro Avançado,Hidrogênio Gasoso,161.0,Internacional,1830,,5.72
Super Oxigênio Puro Avançado,Hidrogênio Gasoso,228.0,Internacional,1537,,8.76
Essencial Hidrogênio Puro Verde,Oxigênio Gasoso,239.0,Nacional,1184,,6.59
Super Hidrogênio Eficiente Verde,Hidrogênio Líquido,235.0,Importado Exclusivo,1647,14.37,0.21
Ultra Oxigênio Puro Extra,Oxigênio Líquido,172.0,Nacional Premium,1508,64.15,7.32
Max Hidrogênio Eficiente Premium,Oxigênio Gasoso,196.0,Importado Especial,994,,6.73
Mega Oxigênio Eficiente Extra,Oxigênio Líquido,223.0,Importado Exclusivo,305,71.16,3.12
Plus Oxigênio Puro Essencial,Hidrogênio Líquido,174.0,Importado Especial,1463,25.17,9.41
Plus Oxigênio Eficiente Extra,Hidrogênio Líquido,173.0,Importado Exclusivo,255,18.58,5.52
Max Hidrogênio Eficiente Verde,Hidrogênio Líquido,226.0,Importado Especial,455,84.94,4.11
Hiper Hidrogênio Eficiente Natural,Hidrogênio Líquido,234.0,Importado Exclusivo,700,26.12,6.33
Hiper Oxigênio Eficiente Avançado,Oxigênio Gasoso,197.0,Nacional Premium,738,,9.25
Hiper Hidrogênio Eficiente Poderoso,Oxigênio Líquido,243.0,Internacional,1871,31.08,6.73
Exclusivo Oxigênio Puro Poderoso,Oxigênio Líquido,173.0,Importado,1309,49.73,7.35
Exclusivo Oxigênio Puro Avançado,Hidrogênio Gasoso,168.0,Importado Exclusivo,542,,6.7
Avançado Oxigênio Premium Poderoso,Hidrogênio Gasoso,178.0,Importado Especial,1713,,3.42
Ultra Hidrogênio Puro Premium,Hidrogênio Gasoso,259.0,Nacional,707,,6.58
Avançado Hidrogênio Verde Natural,Hidrogênio Líquido,202.0,Local,1618,53.53,6.28
Max Oxigênio Puro Premium,Hidrogênio Gasoso,162.0,Importado,334,,5.73
Hiper Oxigênio Eficiente Extra,Oxigênio Gasoso,183.0,Nacional Premium,871,,9.7
Super Oxigênio Eficiente Puro,Hidrogênio Líquido,172.0,Nacional,1149,45.64,4.43
Avançado Oxigênio Puro Eficiente,Hidrogênio Líquido,211.0,Nacional Premium,1461,26.81,2.44
Super Oxigênio Premium Puro,Oxigênio Gasoso,155.0,Local,896,,5.8
Plus Hidrogênio Puro Verde,Hidrogênio Gasoso,270.0,Local,1399,,0.84
Max Oxigênio Premium Eficiente,Hidrogênio Gasoso,158.0,Importado Exclusivo,914,,8.14
Ultra Oxigênio Puro Avançado,Hidrogênio Líquido,225.0,Importado,1138,14.47,1.54
Ultra Oxigênio Puro Premium,Hidrogênio Líquido,165.0,Importado,993,64.77,5.45
Hiper Hidrogênio Puro Puro,Hidrogênio Gasoso,227.0,Nacional,1370,,7.47
Plus Hidrogênio Puro Poderoso,Oxigênio Líquido,201.0,Nacional Premium,1959,45.71,0.98
Hiper Hidrogênio Eficiente Premium,Oxigênio Gasoso,255.0,Internacional,1379,,1.26
Mega Oxigênio Puro Natural,Hidrogênio Gasoso,195.0,Importado Exclusivo,1008,,8.18
Super Hidrogênio Verde Premium,Hidrogênio Gasoso,219.0,Importado,1563,,5.39
Super Oxigênio Puro Extra,Oxigênio Gasoso,181.0,Importado Especial,512,,4.2
Max Hidrogênio Verde Poderoso,Oxigênio Gasoso,236.0,Importado Especial,1309,,9.41
Avançado Hidrogênio Eficiente Poderoso,Oxigênio Gasoso,220.0,Internacional,1306,,5.76
Max Hidrogênio Puro Avançado,Hidrogênio Gasoso,203.0,Internacional,1892,,6.36
Mega Hidrogênio Eficiente Extra,Oxigênio Líquido,233.0,Importado Exclusivo,1536,69.43,1.23
Hiper Oxigênio Eficiente Natural,Oxigênio Gasoso,200.0,Local,1447,,7.22
Max Hidrogênio Verde Avançado,Hidrogênio Líquido,202.0,Importado,1050,97.03,7.7
Exclusivo Oxigênio Eficiente Essencial,Hidrogênio Gasoso,203.0,Nacional,619,,9.52
Avançado Oxigênio Eficiente Extra,Hidrogênio Gasoso,171.0,Nacional Premium,657,,2.95
Plus Oxigênio Premium Avançado,Oxigênio Líquido,177.0,Importado Especial,1605,61.47,5.2
Mega Hidrogênio Eficiente Avançado,Oxigênio Líquido,241.0,Internacional,294,96.5,6.11
Hiper Hidrogênio Eficiente Eficiente,Oxigênio Líquido,233.0,Internacional,780,17.09,3.24
Plus Oxigênio Puro Extra,Hidrogênio Gasoso,189.0,Importado,1263,,3.93
Avançado Hidrogênio Puro Poderoso,Oxigênio Líquido,224.0,Internacional,996,41.18,8.45
Exclusivo Hidrogênio Puro Verde,Hidrogênio Líquido,203.0,Internacional,1023,66.84,8.08
Mega Oxigênio Premium Eficiente,Oxigênio Líquido,167.0,Local,1945,76.73,2.46
Super Oxigênio Puro Poderoso,Oxigênio Líquido,186.0,Nacional Premium,1943,86.21,4.58
Max Hidrogênio Verde Extra,Oxigênio Gasoso,230.0,Importado Especial,718,,3.2
Max Hidrogênio Eficiente Natural,Hidrogênio Líquido,223.0,Importado,1221,54.08,3.81
Ultra Oxigênio Puro Poderoso,Hidrogênio Líquido,184.0,Importado Exclusivo,211,74.02,1.01
Hiper Oxigênio Premium Extra,Oxigênio Líquido,146.0,Local,684,32.49,9.75
Ultra Oxigênio Eficiente Avançado,Oxigênio Líquido,161.0,Nacional,1831,73.2,6.32
Avançado Hidrogênio Eficiente Extra,Oxigênio Gasoso,209.0,Importado Exclusivo,1464,,5.82
Essencial Oxigênio Premium Verde,Hidrogênio Gasoso,139.0,Nacional Premium,1045,,8.51
Plus Hidrogênio Puro Poderoso,Hidrogênio Gasoso,265.0,Internacional,1146,,0.18
Ultra Hidrogênio Puro Puro,Oxigênio Líquido,264.0,Nacional Premium,1577,30.79,9.38
Avançado Oxigênio Puro Essencial,Oxigênio Gasoso,170.0,Importado Especial,1808,,0.34
Avançado Hidrogênio Verde Premium,Oxigênio Gasoso,223.0,Importado Especial,1818,,5.46
Max Hidrogênio Puro Eficiente,Oxigênio Gasoso,264.0,Importado Especial,1481,,1.1
Mega Oxigênio Premium Essencial,Hidrogênio Líquido,188.0,Local,924,36.38,0.06
Hiper Hidrogênio Puro Extra,Oxigênio Gasoso,214.0,Local,1981,,8.58
Max Oxigênio Puro Poderoso,Hidrogênio Líquido,194.0,Nacional Premium,1376,18.56,0.43
Hiper Hidrogênio Puro Natural,Hidrogênio Gasoso,228.0,Internacional,154,,0.19
Ultra Oxigênio Eficiente Verde,Hidrogênio Líquido,196.0,Local,531,87.51,4.7
Ultra Hidrogênio Eficiente Eficiente,Hidrogênio Líquido,192.0,Importado,118,14.51,7.14
Plus Oxigênio Premium Eficiente,Oxigênio Líquido,137.0,Internacional,1349,18.09,0.16
Essencial Hidrogênio Puro Poderoso,Oxigênio Gasoso,220.0,Importado Especial,1835,,9.12
Exclusivo Hidrogênio Puro Eficiente,Oxigênio Gasoso,234.0,Nacional,709,,9.46
Max Oxigênio Premium Premium,Oxigênio Gasoso,140.0,Importado Exclusivo,510,,0.1
Mega Hidrogênio Puro Eficiente,Hidrogênio Líquido,269.0,Importado Exclusivo,1587,72.67,8.43
Avançado Hidrogênio Eficiente Poderoso,Hidrogênio Gasoso,197.0,Local,1971,,4.98
Ultra Oxigênio Premium Poderoso,Oxigênio Gasoso,140.0,Local,180,,4.52
Plus Hidrogênio Puro Eficiente,Oxigênio Líquido,268.0,Internacional,629,70.66,6.28
Essencial Oxigênio Eficiente Premium,Hidrogênio Gasoso,187.0,Nacional,1478,,4.49
Super Hidrogênio Eficiente Essencial,Oxigênio Líquido,196.0,Importado Exclusivo,583,39.91,1.77
Avançado Hidrogênio Eficiente Avançado,Oxigênio Gasoso,253.0,Importado Especial,1314,,7.74
Plus Oxigênio Premium Poderoso,Hidrogênio Líquido,199.0,Nacional,164,85.05,1.98
Ultra Hidrogênio Verde Poderoso,Hidrogênio Líquido,195.0,Local,336,23.32,3.88
Exclusivo Oxigênio Eficiente Extra,Hidrogênio Líquido,196.0,Importado Exclusivo,272,9.41,8.56
Super Oxigênio Puro Puro,Hidrogênio Líquido,204.0,Local,1808,31.3,0.35
Exclusivo Hidrogênio Verde Verde,Hidrogênio Gasoso,224.0,Importado Exclusivo,1632,,3.37
Ultra Oxigênio Eficiente Avançado,Hidrogênio Gasoso,158.0,Importado Exclusivo,954,,0.54
Exclusivo Hidrogênio Puro Avançado,Hidrogênio Gasoso,228.0,Importado Especial,1806,,1.09
Essencial Hidrogênio Eficiente Extra,Oxigênio Líquido,192.0,Nacional Premium,311,8.56,9.97
Mega Hidrogênio Eficiente Essencial,Oxigênio Líquido,218.0,Nacional Premium,320,56.85,0.27
Super Oxigênio Puro Extra,Oxigênio Gasoso,192.0,Local,689,,1.52
Plus Oxigênio Premium Premium,Hidrogênio Líquido,187.0,Internacional,1272,93.22,4.71
Avançado Oxigênio Premium Essencial,Hidrogênio Líquido,140.0,Nacional,1981,72.9,5.77
Ultra Oxigênio Puro Avançado,Oxigênio Líquido,225.0,Internacional,922,66.38,8.31
Avançado Hidrogênio Puro Puro,Hidrogênio Gasoso,215.0,Nacional Premium,802,,3.27
Plus Oxigênio Eficiente Premium,Oxigênio Gasoso,175.0,Internacional,1239,,8.94
Max Oxigênio Eficiente Poderoso,Oxigênio Gasoso,204.0,Internacional,338,,0.31
Super Hidrogênio Eficiente Poderoso,Hidrogênio Gasoso,191.0,Nacional Premium,1469,,9.81
Avançado Hidrogênio Eficiente Poderoso,Hidrogênio Líquido,191.0,Importado Exclusivo,175,5.91,8.98
Ultra Oxigênio Puro Avançado,Hidrogênio Líquido,195.0,Nacional Premium,1264,20.57,1.17
Essencial Hidrogênio Puro Natural,Hidrogênio Gasoso,270.0,Importado Exclusivo,256,,6.38
Avançado Oxigênio Eficiente Essencial,Oxigênio Gasoso,182.0,Internacional,1250,,8.8
Plus Oxigênio Eficiente Puro,Oxigênio Líquido,203.0,Nacional,678,5.54,7.36
Essencial Oxigênio Puro Puro,Oxigênio Gasoso,184.0,Internacional,172,,3.41
Exclusivo Oxigênio Puro Extra,Oxigênio Gasoso,193.0,Nacional Premium,300,,4.41
Plus Oxigênio Premium Puro,Hidrogênio Líquido,132.0,Nacional,1845,85.39,7.84
Ultra Oxigênio Premium Extra,Hidrogênio Gasoso,158.0,Importado Exclusivo,1692,,7.86
Max Hidrogênio Eficiente Extra,Hidrogênio Gasoso,206.0,Internacional,1067,,2.44
Ultra Hidrogênio Puro Natural,Hidrogênio Líquido,223.0,Importado Especial,402,48.52,6.0
Avançado Hidrogênio Eficiente Poderoso,Hidrogênio Líquido,224.0,Internacional,532,19.48,6.47
Super Oxigênio Eficiente Puro,Hidrogênio Líquido,184.0,Importado Especial,254,15.36,7.14
Mega Hidrogênio Puro Essencial,Hidrogênio Gasoso,263.0,Nacional Premium,528,,8.95
Ultra Oxigênio Puro Premium,Oxigênio Gasoso,203.0,Internacional,1475,,8.92
Ultra Hidrogênio Verde Natural,Oxigênio Líquido,249.0,Internacional,1921,44.28,4.81
Essencial Hidrogênio Puro Eficiente,Hidrogênio Gasoso,232.0,Local,353,,2.82
Hiper Oxigênio Eficiente Premium,Hidrogênio Líquido,166.0,Importado Exclusivo,382,24.52,5.59
Exclusivo Hidrogênio Eficiente Puro,Oxigênio Gasoso,215.0,Nacional Premium,1641,,4.19
Avançado Hidrogênio Verde Natural,Hidrogênio Gasoso,233.0,Nacional Premium,848,,3.54
Mega Oxigênio Premium Puro,Oxigênio Líquido,160.0,Local,754,69.97,1.8
Hiper Oxigênio Puro Premium,Oxigênio Gasoso,166.0,Importado Especial,202,,8.47
Max Oxigênio Puro Avançado,Hidrogênio Gasoso,208.0,Importado,1953,,4.9
Avançado Hidrogênio Puro Avançado,Hidrogênio Líquido,224.0,Internacional,931,11.93,2.84
Ultra Hidrogênio Puro Natural,Hidrogênio Gasoso,216.0,Internacional,1261,,3.36
Avançado Hidrogênio Eficiente Natural,Hidrogênio Líquido,208.0,Local,521,82.72,5.15
Avançado Hidrogênio Puro Verde,Oxigênio Líquido,213.0,Nacional Premium,1172,12.27,1.19
Super Hidrogênio Verde Avançado,Oxigênio Líquido,230.0,Internacional,1339,45.35,3.21
Super Hidrogênio Verde Avançado,Oxigênio Líquido,223.0,Importado,151,53.32,7.79
Ultra Hidrogênio Puro Premium,Hidrogênio Líquido,209.0,Importado Exclusivo,644,14.01,0.1
Max Oxigênio Premium Premium,Hidrogênio Líquido,138.0,Nacional Premium,323,44.61,7.51
Max Hidrogênio Puro Avançado,Hidrogênio Líquido,230.0,Internacional,664,38.9,0.09
Mega Oxigênio Puro Premium,Hidrogênio Líquido,162.0,Internacional,1872,50.93,4.52
Hiper Oxigênio Puro Eficiente,Hidrogênio Gasoso,227.0,Importado Especial,491,,7.9
Mega Hidrogênio Puro Eficiente,Hidrogênio Líquido,208.0,Internacional,257,19.33,4.46
Hiper Hidrogênio Verde Puro,Hidrogênio Líquido,236.0,Internacional,1496,74.54,1.98
Avançado Hidrogênio Puro Verde,Oxigênio Líquido,251.0,Internacional,1921,84.76,7.11
Avançado Oxigênio Eficiente Eficiente,Hidrogênio Líquido,185.0,Nacional Premium,1900,87.64,0.2
Max Oxigênio Premium Essencial,Hidrogênio Gasoso,168.0,Importado Especial,751,,4.84
Max Oxigênio Puro Essencial,Oxigênio Líquido,226.0,Importado Exclusivo,824,9.25,4.28
Exclusivo Hidrogênio Verde Puro,Hidrogênio Gasoso,200.0,Internacional,662,,7.73
Essencial Oxigênio Eficiente Natural,Hidrogênio Líquido,156.0,Internacional,1223,61.01,4.89
Ultra Oxigênio Puro Verde,Hidrogênio Líquido,175.0,Importado,458,70.56,9.57
Essencial Oxigênio Eficiente Premium,Oxigênio Gasoso,168.0,Nacional,1151,,2.26
Ultra Hidrogênio Eficiente Eficiente,Oxigênio Líquido,234.0,Importado,1945,78.55,0.54
Avançado Oxigênio Eficiente Eficiente,Oxigênio Gasoso,158.0,Internacional,1515,,6.2
Avançado Oxigênio Premium Puro,Oxigênio Gasoso,164.0,Nacional,561,,5.57
Plus Oxigênio Eficiente Premium,Oxigênio Gasoso,173.0,Nacional,249,,3.78
Avançado Oxigênio Eficiente Poderoso,Hidrogênio Líquido,183.0,Nacional,332,63.25,3.38
Max Oxigênio Puro Extra,Hidrogênio Líquido,167.0,Importado,90,76.26,2.42
Avançado Oxigênio Premium Poderoso,Oxigênio Gasoso,133.0,Nacional Premium,239,,4.32
Mega Hidrogênio Puro Avançado,Hidrogênio Gasoso,255.0,Nacional,1047,,9.01
Essencial Hidrogênio Verde Premium,Hidrogênio Gasoso,193.0,Internacional,1126,,1.33
Max Oxigênio Puro Puro,Oxigênio Gasoso,169.0,Nacional Premium,1710,,0.19
Ultra Oxigênio Eficiente Premium,Oxigênio Líquido,196.0,Nacional,1587,95.91,5.62
Exclusivo Oxigênio Puro Natural,Hidrogênio Líquido,199.0,Importado,1631,16.58,1.49
Ultra Hidrogênio Eficiente Avançado,Oxigênio Líquido,229.0,Internacional,1752,96.4,3.45
Avançado Oxigênio Premium Natural,Oxigênio Líquido,146.0,Nacional Premium,1708,89.83,7.47
Hiper Hidrogênio Puro Puro,Hidrogênio Gasoso,217.0,Importado Especial,1396,,1.99
Max Oxigênio Eficiente Puro,Oxigênio Líquido,173.0,Importado Exclusivo,461,91.0,8.58
Plus Oxigênio Puro Premium,Oxigênio Líquido,223.0,Nacional Premium,1624,18.19,7.2
Ultra Oxigênio Puro Essencial,Oxigênio Gasoso,172.0,Importado,670,,1.74
Plus Hidrogênio Eficiente Eficiente,Oxigênio Líquido,258.0,Importado Especial,1006,26.89,3.79
Super Hidrogênio Eficiente Extra,Oxigênio Líquido,219.0,Importado,195,91.55,3.6
Exclusivo Hidrogênio Puro Verde,Oxigênio Gasoso,264.0,Nacional Premium,1417,,8.63
Avançado Oxigênio Premium Natural,Oxigênio Líquido,133.0,Local,522,16.54,8.05
Essencial Hidrogênio Eficiente Puro,Hidrogênio Líquido,195.0,Nacional Premium,1294,14.21,2.17
Ultra Hidrogênio Eficiente Extra,Oxigênio Gasoso,259.0,Importado,850,,3.16
Hiper Hidrogênio Verde Verde,Hidrogênio Gasoso,223.0,Importado,1308,,2.57
Mega Oxigênio Eficiente Essencial,Oxigênio Líquido,212.0,Nacional Premium,1456,50.16,7.77
Hiper Hidrogênio Eficiente Avançado,Hidrogênio Gasoso,247.0,Internacional,591,,9.01
Hiper Oxigênio Eficiente Premium,Hidrogênio Líquido,178.0,Internacional,1247,18.41,6.02
Hiper Hidrogênio Eficiente Verde,Hidrogênio Gasoso,217.0,Importado Exclusivo,642,,3.21
Essencial Hidrogênio Puro Verde,Hidrogênio Líquido,202.0,Local,740,89.57,3.11
Exclusivo Hidrogênio Eficiente Puro,Hidrogênio Gasoso,213.0,Local,124,,0.65
Essencial Hidrogênio Eficiente Verde,Oxigênio Líquido,252.0,Importado Especial,1917,37.09,5.58
Super Hidrogênio Verde Verde,Hidrogênio Gasoso,215.0,Local,1789,,1.83
Hiper Hidrogênio Verde Premium,Hidrogênio Líquido,234.0,Internacional,946,72.86,9.41
Super Hidrogênio Verde Avançado,Hidrogênio Gasoso,197.0,Internacional,741,,1.71
Plus Oxigênio Premium Avançado,Hidrogênio Gasoso,194.0,Importado Especial,1540,,6.68
Ultra Oxigênio Puro Puro,Hidrogênio Gasoso,167.0,Importado,484,,9.85
Hiper Hidrogênio Verde Poderoso,Oxigênio Gasoso,244.0,Local,1009,,1.83
Hiper Oxigênio Puro Essencial,Hidrogênio Líquido,203.0,Nacional Premium,1030,55.2,8.07
Hiper Hidrogênio Puro Essencial,Oxigênio Gasoso,213.0,Nacional Premium,580,,5.9
Ultra Oxigênio Premium Premium,Hidrogênio Gasoso,167.0,Importado Especial,1859,,3.87
Exclusivo Oxigênio Premium Poderoso,Oxigênio Líquido,173.0,Local,1352,60.7,3.5
Mega Hidrogênio Verde Premium,Hidrogênio Gasoso,242.0,Importado Exclusivo,699,,5.86
Plus Oxigênio Eficiente Verde,Oxigênio Gasoso,191.0,Nacional Premium,1702,,4.22
Ultra Hidrogênio Eficiente Natural,Oxigênio Líquido,250.0,Internacional,1690,58.97,0.94
Ultra Hidrogênio Eficiente Verde,Oxigênio Líquido,259.0,Nacional Premium,760,23.26,2.96
Avançado Oxigênio Puro Eficiente,Hidrogênio Gasoso,160.0,Local,876,,1.0
Hiper Hidrogênio Verde Avançado,Hidrogênio Líquido,243.0,Importado,737,52.33,2.64
Hiper Hidrogênio Eficiente Natural,Oxigênio Gasoso,211.0,Importado,825,,2.24
Hiper Oxigênio Puro Natural,Oxigênio Gasoso,171.0,Importado Exclusivo,1466,,9.44
Ultra Oxigênio Puro Essencial,Oxigênio Gasoso,175.0,Importado,811,,5.42
Max Hidrogênio Verde Eficiente,Hidrogênio Líquido,237.0,Internacional,1115,39.64,0.75
Exclusivo Hidrogênio Eficiente Premium,Hidrogênio Gasoso,222.0,Importado Exclusivo,1501,,9.17
Exclusivo Hidrogênio Puro Essencial,Oxigênio Líquido,226.0,Nacional,1981,79.33,2.16
Ultra Hidrogênio Verde Poderoso,Oxigênio Gasoso,183.0,Importado,203,,6.71
Avançado Hidrogênio Eficiente Puro,Oxigênio Líquido,226.0,Local,1114,17.35,5.53
Super Oxigênio Premium Essencial,Hidrogênio Líquido,158.0,Importado Exclusivo,1777,39.97,7.63
Exclusivo Hidrogênio Verde Extra,Oxigênio Gasoso,206.0,Importado Especial,689,,0.8
Mega Oxigênio Premium Avançado,Hidrogênio Líquido,197.0,Importado Exclusivo,1528,28.16,7.01
Super Hidrogênio Verde Puro,Hidrogênio Gasoso,193.0,Importado Exclusivo,589,,6.45
Plus Hidrogênio Puro Puro,Oxigênio Gasoso,234.0,Nacional Premium,1965,,7.38
Mega Oxigênio Premium Essencial,Oxigênio Líquido,160.0,Internacional,1479,47.72,4.09
Avançado Oxigênio Eficiente Puro,Oxigênio Gasoso,188.0,Local,244,,9.43
Plus Hidrogênio Puro Natural,Hidrogênio Líquido,224.0,Importado Exclusivo,1897,38.71,9.68
Exclusivo Oxigênio Eficiente Essencial,Oxigênio Líquido,158.0,Internacional,1169,87.07,9.16
Super Oxigênio Eficiente Essencial,Hidrogênio Líquido,181.0,Nacional Premium,335,35.65,1.52
Exclusivo Oxigênio Premium Natural,Hidrogênio Líquido,190.0,Nacional,237,82.45,6.65
Mega Hidrogênio Verde Avançado,Hidrogênio Gasoso,183.0,Local,215,,1.74
Ultra Oxigênio Eficiente Natural,Oxigênio Gasoso,165.0,Local,395,,9.08
Mega Oxigênio Puro Verde,Hidrogênio Líquido,199.0,Importado,551,52.51,7.77
Exclusivo Oxigênio Eficiente Puro,Oxigênio Gasoso,215.0,Importado Exclusivo,391,,0.04
Hiper Oxigênio Premium Natural,Hidrogênio Líquido,181.0,Local,1701,75.82,7.32
Essencial Oxigênio Puro Verde,Oxigênio Líquido,224.0,Importado Exclusivo,1540,35.9,7.24
Plus Oxigênio Eficiente Avançado,Oxigênio Líquido,189.0,Importado Especial,1988,65.32,1.08
Ultra Oxigênio Eficiente Natural,Hidrogênio Líquido,179.0,Importado Especial,772,68.39,9.44
Max Oxigênio Eficiente Poderoso,Oxigênio Gasoso,171.0,Importado Especial,1044,,0.21
Mega Oxigênio Eficiente Puro,Hidrogênio Gasoso,173.0,Importado Exclusivo,787,,5.88
Ultra Hidrogênio Puro Puro,Hidrogênio Líquido,268.0,Internacional,838,22.08,3.92
Super Oxigênio Puro Eficiente,Oxigênio Gasoso,193.0,Importado Especial,1980,,2.48
Hiper Hidrogênio Puro Essencial,Oxigênio Líquido,204.0,Importado Especial,975,23.1,7.13
