NomeProduto,Categoria,Preco,Origem,QuantidadeVendida,Litros,ImpactoAmbiental
Plus Hidrogênio Verde Eficiente,Hidrogênio Líquido,237.0,Importado Especial,1670,73.25,6.47
Essencial Hidrogênio Puro Puro,Hidrogênio Gasoso,214.0,Local,1553,,9.17
Avançado Oxigênio Eficiente Natural,Hidrogênio Gasoso,224.0,Importado Exclusivo,1132,,1.33
Plus Hidrogênio Eficiente Avançado,Hidrogênio Gasoso,243.0,Nacional Premium,545,,5.0
Mega Oxigênio Puro Natural,Hidrogênio Gasoso,175.0,Local,629,,3.57
Hiper Hidrogênio Eficiente Verde,Hidrogênio Líquido,254.0,Nacional Premium,366,19.16,0.5
Exclusivo Hidrogênio Puro Avançado,Oxigênio Gasoso,262.0,Importado Exclusivo,446,,8.15
Essencial Oxigênio Premium Natural,Hidrogênio Gasoso,162.0,Importado Exclusivo,298,,8.74
Exclusivo Oxigênio Premium Natural,Hidrogênio Gasoso,169.0,Importado Especial,412,,6.82
Super Hidrogênio Eficiente Verde,Oxigênio Gasoso,257.0,Local,957,,0.88
Max Oxigênio Eficiente Verde,Oxigênio Líquido,209.0,Local,1073,47.48,7.88
Mega Oxigênio Eficiente Essencial,Hidrogênio Líquido,219.0,Nacional Premium,367,86.17,1.7
Super Oxigênio Premium Premium,Hidrogênio Líquido,182.0,Local,777,65.8,2.15
Essencial Oxigênio Eficiente Essencial,Oxigênio Líquido,177.0,Internacional,997,79.6,7.03
Hiper Hidrogênio Verde Eficiente,Oxigênio Gasoso,246.0,Importado Especial,1686,,1.38
Hiper Oxigênio Premium Premium,Oxigênio Líquido,177.0,Importado Exclusivo,735,22.83,3.23
Ultra Hidrogênio Puro Poderoso,Oxigênio Gasoso,270.0,Nacional Premium,1035,,2.86
Ultra Hidrogênio Eficiente Natural,Hidrogênio Líquido,232.0,Importado Exclusivo,543,79.7,9.36
Exclusivo Oxigênio Puro Avançado,Hidrogênio Gasoso,168.0,Importado Exclusivo,542,,6.7
Hiper Hidrogênio Verde Extra,Oxigênio Líquido,228.0,Local,625,48.09,3.59
Max Hidrogênio Eficiente Natural,Hidrogênio Gasoso,218.0,Importado Especial,1820,,3.27
Avançado Oxigênio Premium Poderoso,Oxigênio Gasoso,133.0,Nacional Premium,239,,4.32
Exclusivo Oxigênio Eficiente Extra,Hidrogênio Líquido,196.0,Importado Exclusivo,272,9.41,8.56
Max Hidrogênio Verde Eficiente,Hidrogênio Gasoso,209.0,Local,349,,2.3
Hiper Hidrogênio Puro Puro,Oxigênio Líquido,267.0,Internacional,1706,76.97,3.68
Super Oxigênio Eficiente Premium,Hidrogênio Gasoso,223.0,Local,688,,8.78
Mega Oxigênio Eficiente Verde,Hidrogênio Líquido,166.0,Nacional Premium,1747,95.54,5.39
Mega Oxigênio Premium Premium,Hidrogênio Líquido,153.0,Importado Exclusivo,86,89.3,9.78
Hiper Hidrogênio Verde Essencial,Hidrogênio Líquido,204.0,Importado Exclusivo,1028,92.35,6.15
Max Oxigênio Premium Essencial,Oxigênio Gasoso,141.0,Local,1652,,4.65
Max Hidrogênio Eficiente Eficiente,Hidrogênio Líquido,240.0,Local,1932,14.37,9.75
Plus Oxigênio Puro Natural,Oxigênio Gasoso,214.0,Nacional Premium,1214,,2.35
Exclusivo Oxigênio Premium Natural,Oxigênio Líquido,200.0,Local,544,93.07,0.49
Super Oxigênio Eficiente Natural,Hidrogênio Gasoso,203.0,Importado Exclusivo,779,,1.91
Mega Oxigênio Puro Puro,Hidrogênio Líquido,198.0,Importado Especial,1826,98.96,6.65
Mega Hidrogênio Eficiente Puro,Hidrogênio Gasoso,242.0,Importado Exclusivo,710,,9.37
Ultra Oxigênio Premium Extra,Hidrogênio Gasoso,136.0,Nacional,1450,,2.15
Mega Hidrogênio Puro Essencial,Hidrogênio Gasoso,249.0,Internacional,916,,4.8
Essencial Oxigênio Eficiente Extra,Oxigênio Líquido,219.0,Local,747,21.0,5.6
Ultra Oxigênio Premium Natural,Hidrogênio Gasoso,188.0,Importado Especial,1681,,6.85
Plus Hidrogênio Verde Natural,Hidrogênio Gasoso,241.0,Importado Especial,1026,,7.38
Exclusivo Oxigênio Puro Poderoso,Oxigênio Líquido,210.0,Local,1679,83.28,3.66
Ultra Oxigênio Premium Essencial,Hidrogênio Gasoso,169.0,Importado Especial,1074,,1.34
Hiper Hidrogênio Verde Natural,Hidrogênio Líquido,206.0,Importado Exclusivo,552,96.59,3.94
Max Hidrogênio Verde Eficiente,Oxigênio Líquido,197.0,Importado Especial,805,38.85,4.13
Mega Hidrogênio Puro Eficiente,Hidrogênio Líquido,223.0,Nacional Premium,258,18.93,4.25
Plus Hidrogênio Eficiente Verde,Oxigênio Gasoso,252.0,Importado Exclusivo,1099,,0.94
Hiper Hidrogênio Verde Extra,Hidrogênio Gasoso,194.0,Importado Especial,1953,,9.74
Plus Hidrogênio Eficiente Premium,Oxigênio Líquido,220.0,Local,1653,94.69,1.59
Mega Hidrogênio Verde Natural,Hidrogênio Líquido,197.0,Importado,483,72.93,0.74
Plus Oxigênio Premium Avançado,Oxigênio Líquido,192.0,Nacional,1233,56.43,9.56
Hiper Oxigênio Premium Verde,Hidrogênio Gasoso,177.0,Nacional Premium,1728,,2.63
Max Oxigênio Eficiente Essencial,Hidrogênio Líquido,174.0,Local,1489,19.41,1.85
Hiper Hidrogênio Verde Poderoso,Oxigênio Gasoso,208.0,Importado Exclusivo,1223,,0.44
Plus Hidrogênio Eficiente Essencial,Hidrogênio Líquido,252.0,Local,1526,94.29,9.57
Plus Hidrogênio Verde Essencial,Hidrogênio Líquido,239.0,Importado Especial,173,70.55,8.0
Avançado Oxigênio Eficiente Poderoso,Oxigênio Líquido,217.0,Internacional,1149,71.63,7.65
Essencial Hidrogênio Verde Avançado,Hidrogênio Gasoso,198.0,Local,583,,4.59
Plus Hidrogênio Puro Eficiente,Oxigênio Líquido,268.0,Internacional,629,70.66,6.28
Ultra Oxigênio Premium Puro,Hidrogênio Líquido,180.0,Importado Exclusivo,1949,14.67,0.71
Essencial Hidrogênio Verde Verde,Hidrogênio Líquido,218.0,Importado,248,75.16,5.75
Essencial Oxigênio Premium Eficiente,Hidrogênio Gasoso,187.0,Importado Especial,443,,4.13
Plus Hidrogênio Verde Puro,Hidrogênio Líquido,180.0,Importado Exclusivo,1787,97.71,1.19
Exclusivo Hidrogênio Verde Avançado,Hidrogênio Líquido,246.0,Nacional Premium,1371,31.39,9.4
Ultra Oxigênio Premium Puro,Hidrogênio Gasoso,154.0,Nacional,1761,,6.63
Exclusivo Oxigênio Puro Poderoso,Oxigênio Líquido,225.0,Importado,471,87.21,5.27
Super Oxigênio Puro Essencial,Hidrogênio Gasoso,226.0,Local,925,,3.48
Exclusivo Hidrogênio Puro Extra,Oxigênio Líquido,225.0,Importado Exclusivo,567,55.17,2.1
Essencial Hidrogênio Eficiente Essencial,Hidrogênio Líquido,253.0,Nacional Premium,1830,22.64,6.28
Exclusivo Oxigênio Premium Essencial,Hidrogênio Líquido,136.0,Nacional,1852,54.97,9.91
Mega Hidrogênio Puro Natural,Oxigênio Líquido,219.0,Importado Especial,1558,30.18,5.93
Exclusivo Hidrogênio Verde Premium,Hidrogênio Gasoso,233.0,Local,1672,,5.07
Exclusivo Oxigênio Puro Extra,Oxigênio Líquido,169.0,Internacional,1436,77.88,9.41
Max Oxigênio Premium Eficiente,Oxigênio Líquido,171.0,Importado Exclusivo,1978,44.85,7.34
Hiper Hidrogênio Eficiente Poderoso,Oxigênio Líquido,192.0,Nacional Premium,580,77.85,3.83
Plus Hidrogênio Puro Puro,Hidrogênio Gasoso,268.0,Importado Especial,148,,3.09
Essencial Oxigênio Eficiente Essencial,Oxigênio Líquido,221.0,Importado Especial,1448,78.93,3.36
Essencial Oxigênio Eficiente Eficiente,Oxigênio Gasoso,187.0,Importado Exclusivo,1114,,2.14
Plus Hidrogênio Eficiente Poderoso,Oxigênio Gasoso,218.0,Local,1383,,3.21
Ultra Hidrogênio Eficiente Poderoso,Oxigênio Gasoso,212.0,Local,452,,9.28
Essencial Hidrogênio Verde Puro,Oxigênio Líquido,237.0,Local,490,87.27,3.44
Plus Hidrogênio Puro Verde,Hidrogênio Líquido,269.0,Nacional,1746,13.1,5.69
Avançado Hidrogênio Verde Poderoso,Hidrogênio Gasoso,211.0,Importado,338,,6.14
Hiper Oxigênio Puro Extra,Oxigênio Gasoso,222.0,Local,175,,6.12
Super Oxigênio Premium Extra,Hidrogênio Líquido,148.0,Importado Especial,275,36.57,9.74
Super Hidrogênio Eficiente Puro,Hidrogênio Gasoso,230.0,Importado,54,,6.94
Plus Hidrogênio Puro Natural,Hidrogênio Líquido,224.0,Importado Exclusivo,1897,38.71,9.68
Avançado Oxigênio Puro Eficiente,Oxigênio Gasoso,213.0,Local,52,,6.1
Hiper Hidrogênio Eficiente Premium,Oxigênio Gasoso,209.0,Internacional,960,,7.14
Plus Oxigênio Puro Eficiente,Oxigênio Líquido,183.0,Internacional,119,96.68,0.79
Max Hidrogênio Verde Puro,Oxigênio Gasoso,224.0,Local,700,,9.32
Super Oxigênio Eficiente Essencial,Oxigênio Gasoso,219.0,Nacional Premium,1847,,0.06
Plus Oxigênio Puro Eficiente,Hidrogênio Gasoso,187.0,Importado Exclusivo,313,,7.52
Super Hidrogênio Puro Premium,Hidrogênio Gasoso,236.0,Nacional Premium,141,,9.94
Essencial Oxigênio Premium Verde,Oxigênio Líquido,165.0,Local,1922,6.59,9.31
Super Hidrogênio Verde Avançado,Hidrogênio Líquido,248.0,Importado Exclusivo,1912,88.39,9.16
Mega Oxigênio Puro Eficiente,Hidrogênio Gasoso,220.0,Importado Especial,436,,4.16
Mega Hidrogênio Puro Poderoso,Hidrogênio Gasoso,222.0,Importado Especial,1330,,7.83
Hiper Hidrogênio Puro Premium,Hidrogênio Líquido,203.0,Nacional,1774,59.29,9.96
Avançado Oxigênio Eficiente Natural,Hidrogênio Gasoso,170.0,Importado Exclusivo,1158,,9.95
Max Hidrogênio Verde Verde,Oxigênio Gasoso,204.0,Internacional,280,,1.84
Avançado Hidrogênio Puro Verde,Hidrogênio Gasoso,253.0,Nacional Premium,1845,,0.46
Essencial Oxigênio Puro Eficiente,Hidrogênio Gasoso,160.0,Internacional,467,,6.11
Mega Oxigênio Premium Eficiente,Hidrogênio Gasoso,177.0,Importado Especial,1496,,9.68
Mega Hidrogênio Puro Eficiente,Oxigênio Gasoso,264.0,Internacional,512,,8.47
Avançado Hidrogênio Puro Eficiente,Hidrogênio Líquido,223.0,Local,289,10.16,1.29
Mega Hidrogênio Puro Natural,Hidrogênio Líquido,251.0,Internacional,342,10.46,4.9
Ultra Oxigênio Premium Eficiente,Oxigênio Líquido,196.0,Local,1776,46.22,4.89
Mega Oxigênio Premium Verde,Hidrogênio Gasoso,176.0,Local,1606,,6.63
Exclusivo Oxigênio Premium Natural,Hidrogênio Líquido,189.0,Nacional,1480,85.15,8.0
Essencial Oxigênio Eficiente Verde,Oxigênio Gasoso,200.0,Importado Especial,461,,4.56
Exclusivo Hidrogênio Verde Puro,Oxigênio Líquido,242.0,Nacional Premium,690,37.03,7.17
Super Oxigênio Puro Poderoso,Oxigênio Líquido,168.0,Importado Exclusivo,1743,10.25,1.11
Exclusivo Hidrogênio Eficiente Natural,Oxigênio Líquido,258.0,Importado Exclusivo,1279,27.3,6.03
Exclusivo Oxigênio Premium Eficiente,Hidrogênio Gasoso,137.0,Importado Especial,1539,,1.48
Hiper Oxigênio Eficiente Avançado,Oxigênio Gasoso,219.0,Internacional,642,,0.66
Ultra Oxigênio Puro Natural,Hidrogênio Líquido,221.0,Internacional,919,65.9,0.91
Exclusivo Oxigênio Premium Puro,Oxigênio Líquido,163.0,Importado Exclusivo,864,78.13,1.23
Super Oxigênio Puro Premium,Hidrogênio Líquido,172.0,Importado,1626,86.41,5.0
Avançado Hidrogênio Verde Essencial,Oxigênio Líquido,218.0,Internacional,137,16.07,0.75
Plus Oxigênio Eficiente Poderoso,Oxigênio Gasoso,180.0,Local,1826,,1.83
Avançado Oxigênio Puro Eficiente,Hidrogênio Gasoso,221.0,Local,1124,,1.58
Avançado Hidrogênio Eficiente Natural,Oxigênio Líquido,195.0,Importado Especial,1999,62.57,9.04
Plus Oxigênio Puro Eficiente,Hidrogênio Líquido,201.0,Internacional,96,67.46,3.6
Hiper Hidrogênio Verde Verde,Hidrogênio Gasoso,241.0,Importado,605,,2.53
Hiper Hidrogênio Puro Premium,Hidrogênio Gasoso,243.0,Local,1976,,7.81
Hiper Hidrogênio Eficiente Essencial,Hidrogênio Líquido,260.0,Local,1180,45.37,4.08
Super Hidrogênio Puro Eficiente,Hidrogênio Gasoso,240.0,Nacional Premium,946,,6.57
Essencial Hidrogênio Verde Eficiente,Hidrogênio Gasoso,204.0,Importado Exclusivo,965,,2.08
Super Oxigênio Premium Verde,Oxigênio Gasoso,150.0,Importado Especial,510,,3.78
Plus Hidrogênio Eficiente Natural,Oxigênio Líquido,232.0,Local,566,15.46,2.71
Hiper Hidrogênio Eficiente Verde,Hidrogênio Gasoso,249.0,Importado Exclusivo,1189,,9.03
Max Oxigênio Puro Eficiente,Hidrogênio Líquido,186.0,Importado Exclusivo,248,57.53,8.11
Essencial Oxigênio Puro Natural,Oxigênio Gasoso,208.0,Local,793,,7.0
Plus Oxigênio Eficiente Poderoso,Oxigênio Gasoso,203.0,Nacional Premium,1096,,2.87
Avançado Hidrogênio Puro Essencial,Oxigênio Gasoso,245.0,Internacional,1272,,2.4
Avançado Hidrogênio Eficiente Verde,Oxigênio Gasoso,196.0,Local,752,,4.28
Super Oxigênio Eficiente Extra,Hidrogênio Gasoso,203.0,Internacional,500,,6.79
Ultra Oxigênio Eficiente Essencial,Hidrogênio Líquido,173.0,Internacional,640,79.78,0.91
Mega Hidrogênio Eficiente Premium,Oxigênio Líquido,199.0,Importado,124,63.96,9.23
Max Oxigênio Eficiente Verde,Hidrogênio Gasoso,205.0,Nacional,894,,2.7
Max Oxigênio Puro Premium,Oxigênio Líquido,201.0,Importado Exclusivo,1753,95.56,6.9
Ultra Hidrogênio Puro Essencial,Oxigênio Líquido,248.0,Importado Exclusivo,94,94.39,3.82
Avançado Oxigênio Puro Premium,Hidrogênio Gasoso,195.0,Local,354,,4.8
Essencial Oxigênio Eficiente Puro,Oxigênio Gasoso,206.0,Importado Exclusivo,1591,,8.64
Ultra Oxigênio Puro Eficiente,Hidrogênio Gasoso,219.0,Internacional,1949,,6.93
Essencial Hidrogênio Puro Extra,Hidrogênio Líquido,214.0,Importado Exclusivo,1437,56.1,3.41
Ultra Hidrogênio Puro Poderoso,Hidrogênio Líquido,256.0,Importado Exclusivo,1088,50.08,5.03
Super Hidrogênio Eficiente Extra,Oxigênio Gasoso,210.0,Importado Especial,237,,3.14
Super Hidrogênio Eficiente Poderoso,Oxigênio Gasoso,194.0,Importado Exclusivo,446,,7.59
Super Oxigênio Eficiente Puro,Hidrogênio Líquido,190.0,Nacional Premium,610,58.27,0.15
Essencial Oxigênio Puro Puro,Hidrogênio Gasoso,204.0,Importado,876,,1.23
Super Hidrogênio Puro Premium,Hidrogênio Gasoso,227.0,Nacional,772,,5.23
Mega Oxigênio Puro Essencial,Oxigênio Líquido,203.0,Internacional,1107,64.45,6.09
Avançado Hidrogênio Puro Verde,Hidrogênio Líquido,214.0,Internacional,1135,81.1,5.08
Mega Oxigênio Premium Premium,Oxigênio Líquido,131.0,Local,1902,82.65,2.17
Avançado Hidrogênio Eficiente Puro,Hidrogênio Líquido,255.0,Local,515,19.6,8.26
Hiper Oxigênio Puro Poderoso,Oxigênio Líquido,180.0,Importado Especial,172,36.15,9.97
Ultra Oxigênio Premium Poderoso,Hidrogênio Líquido,155.0,Importado Especial,883,72.67,3.76
Avançado Oxigênio Premium Avançado,Hidrogênio Gasoso,185.0,Importado Exclusivo,256,,1.1
Mega Oxigênio Puro Verde,Oxigênio Líquido,169.0,Importado Especial,1099,80.54,8.17
Essencial Hidrogênio Puro Extra,Oxigênio Gasoso,227.0,Internacional,1269,,6.88
Mega Hidrogênio Verde Essencial,Oxigênio Gasoso,189.0,Importado Exclusivo,604,,4.44
Ultra Oxigênio Premium Premium,Hidrogênio Líquido,162.0,Nacional Premium,1304,36.63,8.88
Hiper Oxigênio Eficiente Eficiente,Oxigênio Líquido,216.0,Importado Exclusivo,1513,58.58,8.9
Super Hidrogênio Eficiente Natural,Hidrogênio Líquido,191.0,Internacional,1424,36.25,5.92
Essencial Oxigênio Premium Essencial,Oxigênio Gasoso,154.0,Local,1910,,2.1
Essencial Hidrogênio Eficiente Verde,Oxigênio Líquido,239.0,Local,1178,33.37,4.08
Super Hidrogênio Eficiente Poderoso,Hidrogênio Gasoso,240.0,Importado Exclusivo,118,,0.57
Exclusivo Hidrogênio Verde Poderoso,Oxigênio Gasoso,215.0,Importado Especial,802,,8.3
Hiper Oxigênio Puro Verde,Hidrogênio Gasoso,178.0,Importado Especial,725,,6.44
Mega Hidrogênio Eficiente Natural,Hidrogênio Gasoso,245.0,Importado,92,,1.18
Mega Hidrogênio Eficiente Verde,Oxigênio Gasoso,250.0,Local,1354,,0.93
Ultra Hidrogênio Puro Puro,Hidrogênio Gasoso,228.0,Nacional Premium,1081,,5.54
Mega Hidrogênio Eficiente Natural,Hidrogênio Gasoso,256.0,Local,75,,7.24
Mega Oxigênio Puro Natural,Oxigênio Líquido,203.0,Nacional Premium,1105,17.44,6.53
Exclusivo Hidrogênio Verde Extra,Hidrogênio Gasoso,186.0,Importado,668,,3.1
Essencial Hidrogênio Eficiente Poderoso,Oxigênio Líquido,258.0,Importado Exclusivo,1787,26.98,0.55
Essencial Hidrogênio Eficiente Verde,Oxigênio Gasoso,236.0,Importado Exclusivo,603,,4.13
Avançado Hidrogênio Verde Natural,Hidrogênio Gasoso,245.0,Importado Especial,596,,7.15
Avançado Hidrogênio Puro Puro,Oxigênio Líquido,264.0,Importado Especial,1994,26.17,5.84
Avançado Oxigênio Puro Essencial,Hidrogênio Gasoso,163.0,Importado Exclusivo,174,,9.87
Essencial Oxigênio Premium Natural,Oxigênio Gasoso,149.0,Local,1500,,0.73
Ultra Oxigênio Eficiente Extra,Oxigênio Líquido,184.0,Nacional Premium,1634,28.81,4.07
Exclusivo Hidrogênio Verde Natural,Oxigênio Gasoso,220.0,Importado Especial,975,,3.55
Super Hidrogênio Eficiente Premium,Oxigênio Líquido,252.0,Internacional,984,18.15,9.3
Super Hidrogênio Eficiente Extra,Hidrogênio Gasoso,253.0,Local,573,,8.28
Essencial Hidrogênio Eficiente Poderoso,Oxigênio Líquido,254.0,Importado Especial,1100,22.2,8.08
Super Hidrogênio Puro Verde,Hidrogênio Gasoso,232.0,Importado Exclusivo,1883,,2.11
Ultra Oxigênio Puro Premium,Oxigênio Gasoso,198.0,Importado Especial,133,,3.38
Avançado Oxigênio Puro Eficiente,Oxigênio Líquido,185.0,Internacional,1286,19.36,4.71
Hiper Hidrogênio Puro Extra,Oxigênio Gasoso,246.0,Nacional Premium,156,,9.55
Max Hidrogênio Verde Eficiente,Oxigênio Líquido,225.0,Importado Exclusivo,1898,27.81,2.9
Max Oxigênio Premium Avançado,Oxigênio Líquido,149.0,Local,1525,84.99,2.21
Essencial Hidrogênio Puro Premium,Oxigênio Líquido,230.0,Nacional Premium,1277,84.71,9.05
Hiper Hidrogênio Eficiente Premium,Hidrogênio Líquido,230.0,Nacional Premium,504,25.77,8.84
Essencial Hidrogênio Eficiente Premium,Oxigênio Gasoso,192.0,Importado Exclusivo,1143,,7.05
Super Hidrogênio Eficiente Avançado,Hidrogênio Líquido,198.0,Importado Especial,237,45.47,1.25
Plus Hidrogênio Puro Essencial,Oxigênio Gasoso,217.0,Importado Exclusivo,458,,9.55
Hiper Hidrogênio Eficiente Essencial,Hidrogênio Gasoso,233.0,Importado,1291,,5.8
Exclusivo Hidrogênio Verde Eficiente,Oxigênio Líquido,226.0,Importado Exclusivo,1847,17.7,7.48
Exclusivo Oxigênio Puro Avançado,Oxigênio Líquido,190.0,Importado Especial,1863,33.93,0.04
Exclusivo Oxigênio Eficiente Eficiente,Hidrogênio Gasoso,157.0,Nacional,1245,,8.47
Hiper Oxigênio Eficiente Natural,Oxigênio Gasoso,187.0,Importado Exclusivo,75,,2.83
Hiper Oxigênio Eficiente Verde,Oxigênio Líquido,195.0,Importado Especial,1254,18.32,8.56
Essencial Oxigênio Premium Premium,Hidrogênio Líquido,170.0,Nacional,237,70.24,7.81
Max Oxigênio Premium Avançado,Oxigênio Líquido,173.0,Local,206,96.25,0.53
Essencial Oxigênio Premium Extra,Oxigênio Gasoso,183.0,Internacional,1411,,9.98
Hiper Oxigênio Puro Eficiente,Oxigênio Líquido,171.0,Importado,1688,68.8,5.24
Ultra Oxigênio Eficiente Premium,Oxigênio Líquido,186.0,Nacional,141,15.92,4.15
Essencial Hidrogênio Puro Poderoso,Oxigênio Gasoso,205.0,Importado Especial,68,,8.75
Mega Oxigênio Premium Avançado,Hidrogênio Líquido,193.0,Importado Especial,855,86.43,2.83
Avançado Hidrogênio Puro Essencial,Hidrogênio Gasoso,211.0,Local,1649,,6.32
Essencial Hidrogênio Verde Poderoso,Oxigênio Líquido,190.0,Importado Exclusivo,694,52.13,2.08
Avançado Oxigênio Puro Premium,Hidrogênio Líquido,212.0,Importado,1462,35.43,2.71
Max Oxigênio Premium Avançado,Oxigênio Gasoso,184.0,Nacional,242,,5.19
Essencial Oxigênio Eficiente Eficiente,Oxigênio Líquido,155.0,Nacional Premium,272,88.87,9.59
Plus Oxigênio Premium Extra,Oxigênio Líquido,190.0,Importado Especial,969,30.37,3.51
Super Oxigênio Puro Eficiente,Oxigênio Líquido,228.0,Internacional,1135,69.08,5.31
Ultra Hidrogênio Puro Puro,Oxigênio Líquido,264.0,Nacional Premium,1577,30.79,9.38
Super Hidrogênio Puro Poderoso,Hidrogênio Gasoso,243.0,Importado Exclusivo,683,,1.33
Mega Hidrogênio Puro Natural,Oxigênio Gasoso,266.0,Importado Especial,1736,,8.45
Max Oxigênio Puro Poderoso,Hidrogênio Gasoso,170.0,Importado,1559,,4.31
Ultra Oxigênio Eficiente Poderoso,Oxigênio Líquido,216.0,Nacional,182,48.86,4.84
Mega Oxigênio Premium Puro,Oxigênio Líquido,169.0,Importado Exclusivo,1520,46.43,7.31
Mega Hidrogênio Eficiente Premium,Oxigênio Líquido,210.0,Importado,330,24.16,0.68
Plus Oxigênio Premium Avançado,Oxigênio Gasoso,161.0,Local,346,,4.57
Max Oxigênio Eficiente Eficiente,Hidrogênio Gasoso,213.0,Nacional Premium,1007,,3.54
Super Hidrogênio Verde Puro,Oxigênio Líquido,233.0,Importado,1257,62.55,5.44
Exclusivo Oxigênio Eficiente Verde,Hidrogênio Líquido,207.0,Importado Exclusivo,1264,10.78,2.94
Ultra Hidrogênio Verde Essencial,Oxigênio Líquido,222.0,Importado Exclusivo,68,59.73,9.81
Mega Oxigênio Premium Premium,Hidrogênio Gasoso,152.0,Nacional Premium,1616,,9.72
Essencial Oxigênio Premium Eficiente,Oxigênio Líquido,132.0,Importado Especial,1421,45.94,8.07
Max Hidrogênio Puro Extra,Hidrogênio Gasoso,220.0,Importado Especial,681,,1.88
Essencial Hidrogênio Puro Natural,Hidrogênio Líquido,240.0,Nacional Premium,663,41.92,4.56
Hiper Oxigênio Eficiente Premium,Oxigênio Líquido,177.0,Nacional Premium,1235,89.72,5.4
Mega Hidrogênio Verde Puro,Oxigênio Gasoso,230.0,Nacional Premium,1953,,3.41
Plus Hidrogênio Puro Puro,Hidrogênio Líquido,256.0,Local,1889,92.78,0.2
Essencial Hidrogênio Puro Extra,Hidrogênio Líquido,267.0,Importado Exclusivo,1469,69.15,1.83
Mega Oxigênio Eficiente Natural,Oxigênio Líquido,223.0,Local,1628,27.36,6.64
Avançado Oxigênio Puro Extra,Oxigênio Líquido,222.0,Importado Especial,911,58.09,1.74
Mega Oxigênio Premium Avançado,Oxigênio Líquido,168.0,Importado Especial,98,54.69,6.93
Hiper Hidrogênio Verde Extra,Oxigênio Líquido,197.0,Nacional Premium,164,61.78,5.68
Ultra Hidrogênio Eficiente Essencial,Hidrogênio Gasoso,203.0,Importado Especial,1884,,5.57
Super Oxigênio Eficiente Puro,Hidrogênio Líquido,201.0,Importado Especial,1355,10.45,3.5
Essencial Hidrogênio Verde Verde,Oxigênio Gasoso,202.0,Internacional,862,,1.73
Avançado Oxigênio Premium Essencial,Oxigênio Gasoso,164.0,Nacional,1690,,0.18
Avançado Oxigênio Premium Premium,Oxigênio Líquido,192.0,Local,1457,81.4,3.58
Hiper Hidrogênio Puro Premium,Oxigênio Líquido,259.0,Importado Exclusivo,1313,18.13,2.36
Mega Hidrogênio Eficiente Eficiente,Hidrogênio Gasoso,196.0,Importado Especial,1221,,0.88
Ultra Hidrogênio Eficiente Natural,Hidrogênio Gasoso,204.0,Internacional,741,,0.93
Essencial Hidrogênio Verde Poderoso,Oxigênio Gasoso,216.0,Importado,410,,1.13
Avançado Hidrogênio Eficiente Verde,Hidrogênio Gasoso,249.0,Importado,875,,1.72
Avançado Hidrogênio Eficiente Extra,Oxigênio Líquido,257.0,Internacional,968,29.89,7.58
Super Hidrogênio Verde Verde,Oxigênio Líquido,223.0,Importado Especial,105,62.29,3.78
Avançado Hidrogênio Eficiente Poderoso,Hidrogênio Gasoso,219.0,Importado,1083,,3.94
Mega Hidrogênio Verde Puro,Oxigênio Gasoso,183.0,Nacional Premium,838,,3.5
Plus Hidrogênio Puro Avançado,Oxigênio Líquido,241.0,Importado Especial,1682,85.51,1.24
Ultra Hidrogênio Eficiente Poderoso,Hidrogênio Gasoso,220.0,Nacional Premium,1072,,7.27
Exclusivo Oxigênio Puro Eficiente,Oxigênio Líquido,212.0,Importado,1257,40.23,6.49
Plus Oxigênio Eficiente Puro,Oxigênio Líquido,203.0,Nacional,678,5.54,7.36
Avançado Hidrogênio Puro Avançado,Oxigênio Gasoso,267.0,Importado Especial,1560,,0.44
Avançado Oxigênio Eficiente Poderoso,Hidrogênio Líquido,179.0,Importado Especial,1865,30.41,3.01
Max Hidrogênio Eficiente Extra,Oxigênio Líquido,209.0,Local,1367,54.99,7.45
Max Hidrogênio Verde Essencial,Hidrogênio Gasoso,227.0,Importado Exclusivo,688,,8.37
Plus Oxigênio Eficiente Puro,Hidrogênio Líquido,202.0,Importado Especial,1462,39.03,4.3
Plus Oxigênio Eficiente Verde,Oxigênio Gasoso,156.0,Internacional,1924,,0.36
Exclusivo Hidrogênio Eficiente Premium,Oxigênio Gasoso,192.0,Nacional Premium,789,,2.38
Hiper Oxigênio Eficiente Poderoso,Oxigênio Líquido,191.0,Importado Especial,1202,8.21,8.04
Super Oxigênio Premium Puro,Hidrogênio Líquido,149.0,Local,1361,15.82,6.31
Essencial Oxigênio Premium Premium,Oxigênio Gasoso,171.0,Importado Especial,497,,2.97
Essencial Hidrogênio Eficiente Premium,Hidrogênio Gasoso,200.0,Nacional Premium,1972,,9.11
Essencial Hidrogênio Puro Verde,Hidrogênio Líquido,245.0,Nacional,1905,40.56,7.94
Avançado Hidrogênio Puro Natural,Hidrogênio Gasoso,228.0,Importado Exclusivo,568,,3.59
Avançado Hidrogênio Puro Puro,Hidrogênio Gasoso,203.0,Importado Especial,259,,2.39
Max Oxigênio Premium Verde,Oxigênio Líquido,144.0,Internacional,1674,83.38,1.13
Avançado Oxigênio Eficiente Verde,Oxigênio Líquido,215.0,Internacional,428,48.23,4.61
Plus Hidrogênio Eficiente Puro,Oxigênio Gasoso,218.0,Nacional Premium,1014,,7.35
Super Oxigênio Premium Premium,Hidrogênio Líquido,163.0,Importado Exclusivo,514,93.65,8.93
